category,item_name,price,desc,dietary_slugs,rating_value,rating_total_rating_text,tag_slugs,service_slugs,id,min_price,max_price,default_price,display_price,variant_id,parent_menu_id,always_show_on_checkout,is_bogo_active,order,auto_add,auto_add_quantity,show_image,visible,state,rating,free_dish_quantity,type,added_bottom_text_field,not_added_bottom_text_field,disabled_text,secondary_tag_slugs,entity_type,primary_tag_slug,food_legends,search_alias,metadata,added_bottom_text,not_added_bottom_text,not_added_bottom_text_color,remove_popup_text,auto_add_toast_message,auto_already_added_toast_message,remove_popup_title,tag_ids,tag_image,hide_in_meals_menu
Snacks,Peri Peri Fries,140,,veg,4.57999992,6 votes,veg,delivery-enabled,ctl_562856874,140,140,140,140,v_767367252,ctg_38755782,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367252,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""peri-peri-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Pepper Lime Fries,140,,veg,,,veg,delivery-enabled,ctl_562856778,140,140,140,140,v_767367156,ctg_38755782,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367156,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pepper-lime-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Original Cheesy Fries,160,,veg,,,veg,delivery-enabled,ctl_562856968,160,160,160,160,v_767367346,ctg_38755782,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367346,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""original-cheesy-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Peri Peri Cheese Fries,170,,veg,,,veg,delivery-enabled,ctl_562856971,170,170,170,170,v_767367349,ctg_38755782,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367349,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""peri-peri-cheese-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Kurkure Cheese Fries,170,,veg,,,veg,delivery-enabled,ctl_562856728,170,170,170,170,v_767367106,ctg_38755782,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367106,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""kurkure-cheese-fries""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Snacks,Chicken Loaded Fries,230,,non-veg,4.3499999,6 votes,non-veg,delivery-enabled,ctl_562856939,230,230,230,230,v_767367317,ctg_38755782,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367317,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-loaded-fries""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Snacks,Peri Peri Chicken Loaded Fries,240,,non-veg,4.63000011,6 votes,non-veg,delivery-enabled,ctl_562856961,240,240,240,240,v_767367339,ctg_38755782,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Snacks,"{""v"":767367339,""s_ctg"":56660888,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""peri-peri-chicken-loaded-fries""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Hong Kong Chicken,170,,non-veg,,,non-veg,delivery-enabled,ctl_562856996,170,170,170,170,v_767367374,ctg_38755778,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367374,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""hong-kong-chicken""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Chilli Chicken,175,,non-veg,,,non-veg,delivery-enabled,ctl_562856839,175,175,175,175,v_767367217,ctg_38755778,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367217,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chilli-chicken""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Lemon Chicken,175,,non-veg,,,non-veg,delivery-enabled,ctl_562856985,175,175,175,175,v_767367363,ctg_38755778,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367363,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""lemon-chicken""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Honey Chilli Chicken,180,,non-veg,,,non-veg,delivery-enabled,ctl_562856692,180,180,180,180,v_767367070,ctg_38755778,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367070,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""honey-chilli-chicken""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Honey Chilli Potato,180,,veg,,,veg,delivery-enabled,ctl_562856721,180,180,180,180,v_767367099,ctg_38755778,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367099,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""honey-chilli-potato""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Pepper Chicken,185,,non-veg,,,non-veg,delivery-enabled,ctl_562856777,185,185,185,185,v_767367155,ctg_38755778,0,False,6,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367155,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""pepper-chicken""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Chicken Manchurian,185,Continental white sauce manchurian.,non-veg,,,non-veg,delivery-enabled,ctl_562856922,185,185,185,185,v_767367300,ctg_38755778,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367300,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-manchurian""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Chicken Lollipop Dry,185,,non-veg,,,non-veg,delivery-enabled,ctl_562856638,185,185,185,185,v_767367016,ctg_38755778,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367016,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-lollipop-dry""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Dragon Chicken,190,,non-veg,3.79999995,5 votes,non-veg,delivery-enabled,ctl_562856815,190,190,190,190,v_767367193,ctg_38755778,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367193,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""dragon-chicken""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Chicken Barbeque Wings,190,,non-veg,,,non-veg,delivery-enabled,ctl_562856631,190,190,190,190,v_767367009,ctg_38755778,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367009,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-barbeque-wings""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Chicken Piri Piri Wings,190,,non-veg,,,non-veg,delivery-enabled,ctl_562856835,190,190,190,190,v_767367213,ctg_38755778,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367213,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-piri-piri-wings""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Gobi Manchurian,190,,veg,,,veg,delivery-enabled,ctl_562856753,190,190,190,190,v_767367131,ctg_38755778,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367131,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""gobi-manchurian""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Veg Chilli,190,,veg,,,veg,delivery-enabled,ctl_562856652,190,190,190,190,v_767367030,ctg_38755778,0,False,2,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367030,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""veg-chilli""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Baby Corn Chilli,190,,veg,,,veg,delivery-enabled,ctl_562856915,190,190,190,190,v_767367293,ctg_38755778,0,False,3,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367293,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""baby-corn-chilli""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Baby Corn Schezwan,190,,veg,,,veg,delivery-enabled,ctl_562856823,190,190,190,190,v_767367201,ctg_38755778,0,False,4,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367201,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""baby-corn-schezwan""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Baby Corn Manchurian,190,,veg,,,veg,delivery-enabled,ctl_562856637,190,190,190,190,v_767367015,ctg_38755778,0,False,5,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367015,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""baby-corn-manchurian""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Chicken Chilli Lollipop,200,,non-veg,,,non-veg,delivery-enabled,ctl_562856622,200,200,200,200,v_767367000,ctg_38755778,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367000,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-chilli-lollipop""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Chicken Satay,202,,non-veg,,,non-veg,delivery-enabled,ctl_562856984,202,202,202,202,v_767367362,ctg_38755778,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367362,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""chicken-satay""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Mushroom Chilli,202,,veg,,,veg,delivery-enabled,ctl_562856995,202,202,202,202,v_767367373,ctg_38755778,0,False,7,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367373,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mushroom-chilli""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Mushroom Schezwan,202,,veg,,,veg,delivery-enabled,ctl_562856843,202,202,202,202,v_767367221,ctg_38755778,0,False,8,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367221,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mushroom-schezwan""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Mushroom Manchurian,202,,veg,,,veg,delivery-enabled,ctl_562856630,202,202,202,202,v_767367008,ctg_38755778,0,False,9,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367008,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""mushroom-manchurian""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Drums of Heaven,220,,non-veg,,,non-veg,delivery-enabled,ctl_562856663,220,220,220,220,v_767367041,ctg_38755778,0,False,13,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367041,""s_ctg"":56660881,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""drums-of-heaven""}",,,,,,,,2,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Starters,Paneer Chilli,227,,veg,,,veg,delivery-enabled,ctl_562856645,227,227,227,227,v_767367023,ctg_38755778,0,False,10,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367023,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-chilli""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Paneer Schzewan,227,,veg,,,veg,delivery-enabled,ctl_562856834,227,227,227,227,v_767367212,ctg_38755778,0,False,11,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367212,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-schzewan""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Starters,Paneer Manchurian,227,,veg,,,veg,delivery-enabled,ctl_562856668,227,227,227,227,v_767367046,ctg_38755778,0,False,12,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Starters,"{""v"":767367046,""s_ctg"":56660880,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""paneer-manchurian""}",,,,,,,,1,https://b.zmtcdn.com/data/o2_assets/958e4cb4a8b255659daae2c430f976ea1608028693.png,1
Waffles,Oreo Waffle,180,,egg,,,egg,delivery-enabled,ctl_570695337,180,180,180,180,v_777982919,ctg_39444782,0,False,1,0,0,False,False,available,,0,dish,,,,services,catalogue,,,Waffles,"{""v"":777982919,""s_ctg"":57590503,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""oreo-waffle""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Waffles,KitKat Waffle,180,,egg,,,egg,delivery-enabled,ctl_573199367,180,180,180,180,v_781383724,ctg_39444782,0,False,2,0,0,False,False,available,,0,dish,,,,dessert,catalogue,,,Waffles,"{""v"":781383724,""s_ctg"":57590503,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""kitkat-waffle""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Waffles,Nutella Waffle,180,,egg,3.21000004,7 votes,egg,delivery-enabled,ctl_573199368,180,180,180,180,v_781383725,ctg_39444782,0,False,3,0,0,False,False,available,,0,dish,,,,dessert,catalogue,,,Waffles,"{""v"":781383725,""s_ctg"":57590503,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""nutella-waffle""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
Waffles,Snickers Waffle,180,,egg,,,egg,delivery-enabled,ctl_573199369,180,180,180,180,v_781383726,ctg_39444782,0,False,4,0,0,False,False,available,,0,dish,,,,dessert,catalogue,,,Waffles,"{""v"":781383726,""s_ctg"":57590503,""cmb_sel"":0,""cmb"":0,""ff"":false,""ctl_n"":""snickers-waffle""}",,,,,,,,24,https://b.zmtcdn.com/data/o2_assets/5d4de18a3d402878965275e9f24656951635253564.png,1
